wo_number,material_date,work_dept,inventory_item,uom,est_qty,actual_qty,qty_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10045.10,2022-02-09,,403-0102,,,2.0,,,1.82,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,403-0102,,,1.0,,,0.91,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,403-0102              OZ,,3,3,2,2.73,16.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,403-0103,,,6.0,,,5.89,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,403-0103,,,14.0,,,13.74,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,403-0103              OZ,,20,20,19,19.63,,,Grip Gard Base Coat High Strength (,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,403-0104,,,2.0,,,2.07,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,403-0104              OZ,,2,2,2,2.07,140.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,403-0105,,,6.0,,,13.17,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,403-0105              OZ,,6,6,13,13.17,,,Grip Gard Base Coat Assorted Colors,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,404-0195,,,12.0,,,14.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,404-0195              OZ,,12,12,14,14.5,563553.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,404-0232,,,8.0,,,9.29,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,404-0232,,,23.0,,,26.71,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,404-0232              OZ,,31,31,36,36.0,563426.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,,404-0295,,,28.0,,,7.39,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,404-0295              OZ,,28,28,7,7.39,,,GRIP GARD Base Coat Medium Reducer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-01-31,,PO#20601-1 MCMASTER-,,,6.0,,,23.64,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,,PO#20601-1 MCMASTER-  EA,,6,6,23,23.64,7119.0,71.0,Conduit connector,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1250,,,56.0,,,324.1,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1250              FT,,54,56,2,312.52,324.1,11.58,-PC RACEWAY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1260,,,56.0,,,296.41,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1260              FT,,54,56,2,285.83,296.41,10.58,-PC RACEWAY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1261,,,16.0,,,28.32,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1261              EA,,12,16,4,21.24,28.32,7.08,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1290,,,56.0,,,142.47,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1290              FT,,54,56,2,137.38,142.47,5.09,N RACEWAY COVER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1300,,,12.0,,,45.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1300              EA,,12,12,0,45.0,45.0,0.0,RACEWAY END CAPS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-02,0200,202-1310,,,33.0,,,56.43,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0200,202-1310              EA,,36,33,-3,55.08,56.43,1.35,MOUNTING CLIPS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0400,400-3000              SF,,108,0,-108,205.2,0.0,-205.2,GRIPGARD PAINT QUOTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,0400,404-0380,,,48.0,,,34.36,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0400,404-0380              OZ,,108,48,-60,77.31,34.36,-42.95,White Wash Primer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,2022-02-09,0400,407-0110,,,64.0,,,37.82,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,,0400,407-0110              OZ,,54,64,10,31.91,37.82,5.91,S ALUMINUM CLEANER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,,0600,214-0000              SF,,250,0,-250,50.0,0.0,-50.0,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-05-26,0200,219-0180,,,60.0,,,89.55,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0200,219-0180              FT,,60,60,0,89.55,89.55,0.0,ANGLE IRON,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-05-26,0400,405-0145,,,54.0,,,18.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0400,405-0145              OZ,,54,54,0,16.52,18.99,2.47,Jet Black Rustoleum,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0400,408-0100              OZ,,54,0,-54,14.29,0.0,-14.29,Diamond Vogel Primer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-05-26,0600,216-0251,,,80.0,,,120.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0600,216-0251              FT,,80,80,0,120.0,120.0,0.0,' SPF WOOD FRAMING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0600,800-2000              CB,FT,81,0,-81,526.5,0.0,-526.5,CONCRETE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,,0600,214-0000              SF,,185,0,-185,107.3,0.0,-107.3,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,201-0100,,,2.0,,,107.18,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,201-0100              TU,BE,2,2,107,107.18,406.0,19.0,LORD PAK ADHESIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,201-0275,,,1.0,,,1.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,201-0275,,,1.0,,,1.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,201-0275              TU,BE,2,2,3,3.12,40.0,,YR SILICONE ACRYLIC LATEX WHITE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,201-0340,,,1.0,,,3.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,201-0340              TU,BE,1,1,3,3.8,81911.0,,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,203-0310,,,65.0,,,80.16,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,203-0310              LF,,65,65,80,80.16,1.0,1.0,""" ALUM TUBE",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-05-11,,205-0111,,,80.0,,,131.2,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,205-0111              SF,,80,80,131,131.2,40.0,,""" BLACK/WHITE ALUM VM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,205-0221,,,40.0,,,72.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,,205-0221,,,40.0,,,104.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,205-0221              SF,,80,80,176,176.0,63.0,5052.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-01-19,,208-0271,,,21.0,,,9.24,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,208-0271              LF,,21,21,9,9.24,1.0,150.0,'/RL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,214-0420,,,24.0,,,0.6,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,214-0420              EA,,24,24,0,0.6,1.0,4.0,BOLT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,214-3235,,,24.0,,,18.1,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,214-3235              EA,,24,24,18,18.1,1.0,4.0,Rivet Nut,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,214-3649,,,116.0,,,1.4,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,214-3649              EA,,116,116,1,1.4,4.0,-4.0,S/S rivet,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,214-4652,,,65.0,,,2.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,214-4652              EA,,65,65,2,2.38,8.0,1.0,""" PHSMS Black",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,214-5440,,,24.0,,,0.19,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,214-5440              EA,,24,24,0,0.19,1.0,4.0,FLAT WASHERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-01-15,,215-0145,,,40.0,,,79.6,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,,215-0145,,,12.0,,,23.88,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,215-0145              SF,,52,52,103,103.48,118.0,100.0,C Clear Lexan,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-01-15,,217-0520,,,16.0,,,108.33,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,217-0520              SF,,16,16,108,108.33,177.0,2157.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-03-17,,219-0150,,,16.0,,,17.28,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,219-0150              FT,,16,16,17,17.28,1.0,-1.0,""" ANGLE IRON",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-03-17,,219-0170,,,12.0,,,13.07,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,219-0170              FT,,12,12,13,13.07,2.0,2.0,""" ANGLE IRON",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-0210,,,2.0,,,3.3,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-0210              EA,,2,2,3,3.3,660.0,1.0,KO,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-0240,,,2.0,,,1.19,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-0240              EA,,2,2,1,1.19,860.0,,BLANK HANDY BOX COVER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-0460,,,1.0,,,1.84,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-0460              EA,,1,1,1,1.84,1.0,-1.0,""" REDUCER BUSHING",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-0610,,,2.0,,,0.79,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-0610              EA,,2,2,0,0.79,1.0,2.0,""" GREENFIELD CONNECTOR BRDGPORT",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-03-17,,303-0670,,,1.0,,,3.11,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-0670              EA,,1,1,3,3.11,1.0,,""" LIQUITITE CONNECTOR",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-03-17,,303-1090,,,1.0,,,0.97,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-1090              EA,,1,1,0,0.97,1.0,90.0,-DEG. ELBOW,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-1220,,,10.0,,,1.24,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-1220              EA,,10,10,1,1.24,1.0,2.0,""" LOCK NUT",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,303-1435,,,10.0,,,55.4,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,303-1435              EA,,10,10,55,55.4,,,Paige Wall Busters,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,311-1050,,,1.0,,,5.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,311-1050              EA,,1,1,5,5.99,,,TOGGLE SWITCH W/LEADS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,313-0334,,,1.0,,,0.2,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,313-0334              FT,,1,1,0,0.2,12.0,1000.0,V STRANDED WIRE MT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,313-0335,,,2.0,,,0.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,313-0335              FT,,2,2,0,0.38,12.0,1000.0,V STRANDED WIRE MT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,313-0336,,,2.0,,,0.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,313-0336              FT,,2,2,0,0.38,12.0,1000.0,V STRANDED WIRE MT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,313-0380,,,64.0,,,6.28,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,313-0380              EA,,64,64,6,6.28,30.0,-72.0,BLUE WIRE NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,403-0102,,,17.0,,,15.44,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,403-0102              OZ,,17,17,15,15.44,16.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,403-0105,,,2.0,,,4.39,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,403-0105              OZ,,2,2,4,4.39,,,Grip Gard Base Coat Assorted Colors,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,403-0106,,,25.0,,,34.03,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,403-0106              OZ,,25,25,34,34.03,8.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,403-0107,,,25.0,,,34.03,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,403-0107              OZ,,25,25,34,34.03,,,Grip Gard Base Coat Metallic Very C,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0195,,,21.0,,,25.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0195,,,6.0,,,7.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,404-0195              OZ,,27,27,32,32.63,563553.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0232,,,7.0,,,7.41,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0232,,,41.0,,,43.41,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0232,,,12.0,,,12.71,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,404-0232              OZ,,60,60,63,63.53,563426.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0295,,,52.0,,,13.73,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,,404-0295,,,6.0,,,1.58,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,404-0295              OZ,,58,58,15,15.31,,,GRIP GARD Base Coat Medium Reducer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,,511-0110,,,56.0,,,72.07,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,511-0110              LF,,56,56,72,72.07,1.0,3.0,M VHB ALL-PURPOSE TAPE - WHITE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-28,,PO#19531-2 CARDMEMBE,,,1.0,,,5.32,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,,PO#19531-2 CARDMEMBE  EA,,1,1,5,5.32,1.0,40.0,FT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0200,203-0150,,,16.0,,,31.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,203-0150              FT,,16,16,0,29.31,31.63,2.32,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0200,203-0330,,,150.0,,,293.42,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0200,203-0330,,,30.0,,,58.68,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,203-0330              FT,,180,180,0,352.1,352.1,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,205-0211              SF,,84,0,-84,199.08,0.0,-199.08,""" WHITE/WHITE ALUM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-01-15,0200,205-0256,,,40.0,,,105.2,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0200,205-0256,,,375.0,,,986.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,205-0256              SF,,328,415,87,862.64,1091.45,228.81,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0200,208-0360,,,90.0,,,107.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,208-0360              LF,,90,90,0,76.86,107.25,30.39,MILL LETTER COIL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,215-0189              SF,,52,0,-52,154.44,0.0,-154.44,CLEAR LEXAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0200,219-1841              FT,,26,0,-26,117.0,0.0,-117.0,""" SQUARE STEEL TUBING",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0300,307-0100,,,75.0,,,19.7,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0300,307-0100,,,25.0,,,6.57,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0300,307-0100              FT,,100,100,0,26.26,26.27,0.01,GAUGE LED HOOK UP WIRE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0300,307-0263,,,107.0,,,105.02,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0300,307-0263,,,37.0,,,36.32,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0300,307-0263              EA,,144,144,0,141.34,141.34,0.0,Phoenix LED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0300,307-0264,,,1.0,,,57.23,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-27,0300,307-0264,,,1.0,,,51.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0300,307-0264              EA,,2,2,0,114.46,108.73,-5.73,Hanley Power Supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0300,311-1055              EA,,1,0,-1,3.5,0.0,-3.5,A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-02-19,0300,313-0465,,,4.0,,,0.27,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0300,313-0465              EA,,20,4,-16,1.34,0.27,-1.07,WIRE NUTS O/B+,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0400,400-3000              SF,,412,0,-412,782.8,0.0,-782.8,GRIPGARD PAINT QUOTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,0400,404-0380,,,96.0,,,68.72,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0400,404-0380              OZ,,412,96,-316,283.8,68.72,-215.08,White Wash Primer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,2021-08-30,0400,407-0110,,,64.0,,,37.82,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0400,407-0110              OZ,,206,64,-142,121.73,37.82,-83.91,S ALUMINUM CLEANER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,,0600,214-0000              SF,,70,0,-70,40.6,0.0,-40.6,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,2021-03-25,,403-0104,,,11.0,,,10.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,,,403-0104              OZ,,11,11,10,10.8,140.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,2021-03-25,,404-0195,,,10.0,,,11.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,,,404-0195              OZ,,10,10,11,11.63,563553.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,2021-03-25,,404-0231,,,9.0,,,11.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,,,404-0231              OZ,,9,9,11,11.25,571430.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,2021-03-25,,404-0295,,,2.0,,,0.53,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,,,404-0295              OZ,,2,2,0,0.53,,,GRIP GARD Base Coat Medium Reducer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,2021-03-25,,404-0390,,,32.0,,,6.13,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,,,404-0390              OZ,,32,32,6,6.13,600.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,2021-01-12,,PO#19397-1 NAGLE SIG,,,2.0,,,288.7,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,,,PO#19397-1 NAGLE SIG  EA,,2,2,288,288.7,2.0,19.5, digital prints f,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,2021-01-11,0200,215-0535,,,32.0,,,138.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,2021-01-18,0200,215-0535,,,3.0,,,12.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,,0200,215-0535              SF,,35,35,0,151.55,151.55,0.0,PLEXIGLAS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,,0500,502-0260              SF,,41,0,-41,88.15,0.0,-88.15,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
