"15 FEB 2026","18:17:49","","","GROSS MARGIN BY INVOICE", 
"","","","","PERIOD: 01/01/25 through 12/31/25", 
 
"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State", 
"SC8269","","","Invoice Totals","","2483.12","1098.20","1384.92","55.77","0.00","0.00","1233.23","2123.12","41.91","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8270","03/28/25","SRVCE","SC8270.1","","100.00","71.50","28.50","28.50","","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","24","WELLS FARGO -SIGNTECH","DES MOINES","IA",
"SC8270","","","Invoice Totals","","100.00","71.50","28.50","28.50","0.00","0.00","0.00","0.00","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8271","04/03/25","SRVCE","SC8271.1","","425.00","248.74","176.26","41.47","","25.50","","","","","","5854","SCHOOL STREET COMMONS","JOEP","","","","","","DEFAULT","SCHOOL STREET COMMONS","ANKENY","IA",
"SC8271","","","Invoice Totals","","425.00","248.74","176.26","41.47","0.00","25.50","0.00","0.00","","","","5854","SCHOOL STREET COMMONS","JOEP","","","","","",

"SC8272","03/06/25","SRVCE","SC8272.1","","548.16","403.20","144.96","26.44","4.00","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","15","WELLS FARGO / SIGNTECH","DES MOINES","IA",
"SC8272","","","Invoice Totals","","548.16","403.20","144.96","26.44","4.00","0.00","0.00","0.00","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8273","06/16/25","SRVCE","SC8273.1","","400.00","337.48","62.52","15.63","","28.00","","","","","","5910","LOF-XPRESS OIL CHANGE","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","WAUKEE","IA",
"SC8273","","","Invoice Totals","","400.00","337.48","62.52","15.63","0.00","28.00","0.00","0.00","","","","5910","LOF-XPRESS OIL CHANGE","JOEP","","","","","",

"SC8274","03/26/25","SRVCE","SC8274.1","","180.00","0.00","180.00","100.00","","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","17","WELLS FARGO / SIGN TECH","DES MOINES","IA",
"SC8274","03/26/25","PYLON","SC8274.2","38925","3428.73","1576.63","1852.10","54.02","","","1962.54","3428.73","42.76","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","17","WELLS FARGO / SIGN TECH","DES MOINES","IA",
"SC8274","","","Invoice Totals","","3608.73","1576.63","2032.10","56.31","0.00","0.00","1962.54","3428.73","42.76","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8275","04/08/25","SRVCE","SC8275.1","","0.00","0.00","0.00","","","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","20","WELLS FARGO MOTOR BANK-SIGNTECH","DES MOINES","IA",
"SC8275","04/08/25","PYLON","SC8275.2","38924","3428.74","1259.70","2169.04","63.26","","","1962.54","3428.74","42.76","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","20","WELLS FARGO MOTOR BANK-SIGNTECH","DES MOINES","IA",
"SC8275","","","Invoice Totals","","3428.74","1259.70","2169.04","63.26","0.00","0.00","1962.54","3428.74","42.76","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8276","02/20/25","SRVCE","SC8276.1","","409.40","251.98","157.42","38.45","","28.65","","","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC8276","","","Invoice Totals","","409.40","251.98","157.42","38.45","0.00","28.65","0.00","0.00","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","",

"SC8277","02/20/25","SRVCE","SC8277.1","","247.50","237.34","10.16","4.11","","17.33","","","","","","6104","LUMINEO SIGNS.","JEFF","","","","","","3","HOMEGROWN - LUMINOUS NEON","WEST DES MOINES","IA",
"SC8277","","","Invoice Totals","","247.50","237.34","10.16","4.11","0.00","17.33","0.00","0.00","","","","6104","LUMINEO SIGNS.","JEFF","","","","","",

"SC8278","02/20/25","SRVCE","SC8278.1","","362.64","249.62","113.02","31.17","8.00","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","46","WELLS FARGO- SIGNTECH","ADEL","IA",
"SC8278","","","Invoice Totals","","362.64","249.62","113.02","31.17","8.00","0.00","0.00","0.00","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8279","06/04/25","SRVCE","SC8279.1","","2801.35","2002.13","799.22","28.53","","196.09","","","","","","6333","TOWNEPLACE SUITES","RICHT","","","","","","DEFAULT","TOWNEPLACE SUITES","WEST DES MOINES","IA",
"SC8279","","","Invoice Totals","","2801.35","2002.13","799.22","28.53","0.00","196.09","0.00","0.00","","","","6333","TOWNEPLACE SUITES","RICHT","","","","","",

"SC8280","02/20/25","SRVCE","SC8280.1","","264.33","179.02","85.31","32.27","","15.86","","","","","","4227","LOF-XPRESS OIL CHANGE","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","ANKENY","IA",
"SC8280","","","Invoice Totals","","264.33","179.02","85.31","32.27","0.00","15.86","0.00","0.00","","","","4227","LOF-XPRESS OIL CHANGE","JOEP","","","","","",

"SC8281","02/21/25","SRVCE","SC8281.1","","250.00","68.64","181.36","72.54","","","","","","","","6273","COAST SIGN","RICHT","","","","","","3","KID´S FOOT LOCKER - COAST SIGNS","DES MOINES","IA",
"SC8281","","","Invoice Totals","","250.00","68.64","181.36","72.54","0.00","0.00","0.00","0.00","","","","6273","COAST SIGN","RICHT","","","","","",

"SC8282","02/21/25","SRVCE","SC8282.1","","250.00","68.64","181.36","72.54","","","","","","","","6273","COAST SIGN","RICHT","","","","","","4","FOOT LOCKER- COAST SIGNS","DES MOINES","IA",
"SC8282","","","Invoice Totals","","250.00","68.64","181.36","72.54","0.00","0.00","0.00","0.00","","","","6273","COAST SIGN","RICHT","","","","","",

"SC8284","02/24/25","SRVCE","SC8284.1","","469.13","340.06","129.07","27.51","4.00","","","","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","","47","WELLS FARGO- SIGNTECH","WAUKEE","IA",
"SC8284","","","Invoice Totals","","469.13","340.06","129.07","27.51","4.00","0.00","0.00","0.00","","","","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","RICHT","","","","","",

"SC8285","03/26/25","SRVCE","SC8285.1","","424.21","260.85","163.36","38.51","","","","","","","","2535","ATLAS SIGN INDUSTRIES","RICHT","","","","","","94","BURLINGTON COAT FACTORY- ATLAS","DES MOINES","IA",
"SC8285","","","Invoice Totals","","424.21","260.85","163.36","38.51","0.00","0.00","0.00","0.00","","","","2535","ATLAS SIGN INDUSTRIES","RICHT","","","","","",

"SC8286","03/31/25","SRVCE","SC8286.1","","474.63","214.50","260.13","54.81","","","","","","","","6037","RUGGLES SIGN","RICHT","","","","","","4","BATH & BODY WORKS-RUGGLES","WEST DES MOINES","IA",
"SC8286","03/31/25","VINYL","SC8286.2","39105","474.63","143.00","331.63","69.87","","","282.19","474.63","40.55","","","6037","RUGGLES SIGN","RICHT","","","","","","4","BATH & BODY WORKS-RUGGLES","WEST DES MOINES","IA",
"SC8286","","","Invoice Totals","","949.26","357.50","591.76","62.34","0.00","0.00","282.19","474.63","40.55","","","6037","RUGGLES SIGN","RICHT","","","","","",

"SC8287","03/14/25","SRVCE","SC8287.1","","0.00","140.66","-140.66","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"SC8287","","","Invoice Totals","","0.00","140.66","-140.66","","0.00","0.00","0.00","0.00","","","","2460","DOWNING INC.","JEFF","","","","","",

"SC8288","03/14/25","SRVCE","SC8288.1","","180.00","143.00","37.00","20.56","","12.60","","","","","","6335","WORLD LIQUOR & TOBACCO + VAPORS","JEFF","","","","","","DEFAULT","WORLD LIQUOR & TOBACCO + VAPORS","AMES","IA",
"SC8288","","","Invoice Totals","","180.00","143.00","37.00","20.56","0.00","12.60","0.00","0.00","","","","6335","WORLD LIQUOR & TOBACCO + VAPORS","JEFF","","","","","",

"SC8289","02/27/25","SRVCE","SC8289.1","","730.63","465.89","264.74","36.23","","51.15","","","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC8289","","","Invoice Totals","","730.63","465.89","264.74","36.23","0.00","51.15","0.00","0.00","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","",

"SC8290","03/06/25","SRVCE","SC8290.1","","0.00","107.25","-107.25","","","","","","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","","DEFAULT","BUZZARD BILLY´S RESTAURANT","DES MOINES","IA",
"SC8290","","","Invoice Totals","","0.00","107.25","-107.25","","0.00","0.00","0.00","0.00","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","",

"SC8291","03/31/25","SRVCE","SC8291.1","","175.58","113.35","62.23","35.44","","12.29","","","","","","125070","ZIROUS","JOEP","","","","","","DEFAULT","ZIROUS","WEST DES MOINES","IA",
"SC8291","","","Invoice Totals","","175.58","113.35","62.23","35.44","0.00","12.29","0.00","0.00","","","","125070","ZIROUS","JOEP","","","","","",

"SC8292","03/14/25","SRVCE","SC8292.1","","0.00","97.62","-97.62","","","","","","","","","3154","EDGE COMMERCIAL","JOEP","","","","","","10","CITY OF URBANDALE TYPE B-2 ENTRANCE SIGN","URBANDALE","IA",
"SC8292","","","Invoice Totals","","0.00","97.62","-97.62","","0.00","0.00","0.00","0.00","","","","3154","EDGE COMMERCIAL","JOEP","","","","","",

"SC8293","03/14/25","SRVCE","SC8293.1","","0.00","80.49","-80.49","","","","","","","","","3154","EDGE COMMERCIAL","JOEP","","","","","","9","CITY OF URBANDALE TYPE A-2 ENTRANCE SIGN","URBANDALE","IA",
"SC8293","","","Invoice Totals","","0.00","80.49","-80.49","","0.00","0.00","0.00","0.00","","","","3154","EDGE COMMERCIAL","JOEP","","","","","",

"SC8294","04/09/25","SRVCE","SC8294.1","","550.00","371.75","178.25","32.41","","","","","","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
"SC8294","","","Invoice Totals","","550.00","371.75","178.25","32.41","0.00","0.00","0.00","0.00","","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","",

"SC8295","05/20/25","SRVCE","SC8295.1","","0.00","2500.00","-2500.00","","","","","","","","","6079","THE WALDINGER CORP.","JOEP","","","","","","2","DES MOINES INTERNATIONAL AIRPORT-WALDINGER","DES MOINES","IA",
"SC8295","","","Invoice Totals","","0.00","2500.00","-2500.00","","0.00","0.00","0.00","0.00","","","","6079","THE WALDINGER CORP.","JOEP","","","","","",

"SC8296","03/11/25","SRVCE","SC8296.1","","385.00","204.37","180.63","46.92","","","","","","","","3671","TRIANGLE SIGN AND SERVICE","RICHT","","","","","","3","VISION 4 LESS #84- TRIANGLE SIGN & SERVICE LLC","ANKENY","IA",
"SC8296","","","Invoice Totals","","385.00","204.37","180.63","46.92","0.00","0.00","0.00","0.00","","","","3671","TRIANGLE SIGN AND SERVICE","RICHT","","","","","",

"SC8297","03/27/25","SRVCE","SC8297.1","","215.88","111.88","104.00","48.17","","15.11","","","","","","6341","MIDWEST HERITAGE BILLING.","RICHT","","","","","","1","MIDWEST HERITAGE SAVINGS BANK","GRIMES","IA",
"SC8297","","","Invoice Totals","","215.88","111.88","104.00","48.17","0.00","15.11","0.00","0.00","","","","6341","MIDWEST HERITAGE BILLING.","RICHT","","","","","",

"SC8298","03/13/25","SRVCE","SC8298.1","","276.75","275.66","1.09","0.39","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC8298","","","Invoice Totals","","276.75","275.66","1.09","0.39","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"SC8299","03/14/25","SRVCE","SC8299.1","","225.00","178.75","46.25","20.56","","15.75","","","","","","6251","PHILLIPS 66- WORLD LIQUOR & TOBACCO","RICHT","","","","","","DEFAULT","PHILLIPS 66- WORLD LIQUOR & TOBACCO","NEWTON","IA",
"SC8299","","","Invoice Totals","","225.00","178.75","46.25","20.56","0.00","15.75","0.00","0.00","","","","6251","PHILLIPS 66- WORLD LIQUOR & TOBACCO","RICHT","","","","","",

"SC8300","03/24/25","SRVCE","SC8300.1","","1058.50","646.43","412.07","38.93","","74.10","","","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC8300","","","Invoice Totals","","1058.50","646.43","412.07","38.93","0.00","74.10","0.00","0.00","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","",

"SC8301","03/24/25","SRVCE","SC8301.1","","90.00","71.50","18.50","20.56","","6.30","","","","","","5910","LOF-XPRESS OIL CHANGE","JOEP","","","","","","DEFAULT","LOF-XPRESS OIL CHANGE","WAUKEE","IA",
"SC8301","","","Invoice Totals","","90.00","71.50","18.50","20.56","0.00","6.30","0.00","0.00","","","","5910","LOF-XPRESS OIL CHANGE","JOEP","","","","","",

"SC8302","03/24/25","SRVCE","SC8302.1","","180.00","168.40","11.60","6.44","","12.60","","","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","","DEFAULT","BUZZARD BILLY´S RESTAURANT","DES MOINES","IA",
"SC8302","","","Invoice Totals","","180.00","168.40","11.60","6.44","0.00","12.60","0.00","0.00","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","",

"SC8303","03/14/25","SRVCE","SC8303.1","","90.00","71.50","18.50","20.56","","5.40","","","","","","3478","ANKENY DENTAL PROFESSIONALS  P.C.","JOEP","","","","","","DEFAULT","ANKENY DENTAL PROFESSIONALS, P.C.","ANKENY","IA",
"SC8303","","","Invoice Totals","","90.00","71.50","18.50","20.56","0.00","5.40","0.00","0.00","","","","3478","ANKENY DENTAL PROFESSIONALS  P.C.","JOEP","","","","","",

"SC8304","04/08/25","SRVCE","SC8304.1","","2119.43","1318.90","800.53","37.77","12.00","149.20","","","","","","6342","ECONOMY INN","RICHT","","","","","","DEFAULT","ECONOMY INN","STUART","IA",
"SC8304","","","Invoice Totals","","2119.43","1318.90","800.53","37.77","12.00","149.20","0.00","0.00","","","","6342","ECONOMY INN","RICHT","","","","","",

"SC8305","03/27/25","SRVCE","SC8305.1","","739.32","465.56","273.76","37.03","","51.75","","","","","","6343","HOLIDAY INN","RICHT","","","","","","DEFAULT","HOLIDAY INN","DES MOINES","IA",
"SC8305","","","Invoice Totals","","739.32","465.56","273.76","37.03","0.00","51.75","0.00","0.00","","","","6343","HOLIDAY INN","RICHT","","","","","",

"SC8306","03/14/25","SRVCE","SC8306.1","","90.00","71.50","18.50","20.56","","6.30","","","","","","4493","FREEDOM FINANCIAL BANK","RICHT","","","","","","DEFAULT","FREEDOM FINANCIAL BANK","DES MOINES","IA",
"SC8306","","","Invoice Totals","","90.00","71.50","18.50","20.56","0.00","6.30","0.00","0.00","","","","4493","FREEDOM FINANCIAL BANK","RICHT","","","","","",

"SC8307","03/18/25","SRVCE","SC8307.1","","157.50","160.88","-3.38","-2.15","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","467","KWIK STAR # 1189- NAGLE SIGNS","DE SOTO","IA",
"SC8307","","","Invoice Totals","","157.50","160.88","-3.38","-2.15","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"SC8308","03/24/25","SRVCE","SC8308.1","","0.00","162.68","-162.68","","","","","","","","","3010","PATTISONID","JOEP","","","","","","25","PORSCHE OF WEST DES MOINES - PATTISON","WEST DES MOINES","IA",
"SC8308","","","Invoice Totals","","0.00","162.68","-162.68","","0.00","0.00","0.00","0.00","","","","3010","PATTISONID","JOEP","","","","","",

"SC8309","03/26/25","SRVCE","SC8309.1","","1120.00","874.00","246.00","21.96","","78.40","","","","","","5573","MARION COUNTY BANK","JOEP","","","","","","DEFAULT","MARION COUNTY BANK","MELCHER-DALLAS","IA",
"SC8309","","","Invoice Totals","","1120.00","874.00","246.00","21.96","0.00","78.40","0.00","0.00","","","","5573","MARION COUNTY BANK","JOEP","","","","","",

"SC8310","03/24/25","SRVCE","SC8310.1","","0.00","1182.69","-1182.69","","","","","","","","","6294","NEBRASKA FURNITURE MART","JEFF","","","","","","DEFAULT","NEBRASKA FURNITURE MART","CLIVE","IA",
"SC8310","","","Invoice Totals","","0.00","1182.69","-1182.69","","0.00","0.00","0.00","0.00","","","","6294","NEBRASKA FURNITURE MART","JEFF","","","","","",

"SC8311","04/04/25","SRVCE","SC8311.1","","250.00","178.75","71.25","28.50","","","","","","","","3149","IOWA DEPARTMENT OF TRANSPORTATION","RICHT","","","","","","2","MILE MARKER 147","MITCHELLVILLE","IA",
"SC8311","","","Invoice Totals","","250.00","178.75","71.25","28.50","0.00","0.00","0.00","0.00","","","","3149","IOWA DEPARTMENT OF TRANSPORTATION","RICHT","","","","","",

"SC8312","03/24/25","SRVCE","SC8312.1","","112.50","89.38","23.12","20.55","","7.88","","","","","","5676","TRI-CITY ELECTRIC CO.","RICHT","","","","","","DEFAULT","TRI-CITY ELECTRIC CO.","DES MOINES","IA",
"SC8312","","","Invoice Totals","","112.50","89.38","23.12","20.55","0.00","7.88","0.00","0.00","","","","5676","TRI-CITY ELECTRIC CO.","RICHT","","","","","",

"SC8313","04/03/25","SRVCE","SC8313.1","","0.00","873.65","-873.65","","","","","","","","","6253","NATIONAL PORK PRODUCERS COUNCIL","JOEP","","","","","","DEFAULT","NATIONAL PORK PRODUCERS COUNCIL","CLIVE","IA",
"SC8313","","","Invoice Totals","","0.00","873.65","-873.65","","0.00","0.00","0.00","0.00","","","","6253","NATIONAL PORK PRODUCERS COUNCIL","JOEP","","","","","",

"SC8314","03/26/25","SRVCE","SC8314.1","","550.00","196.63","353.37","64.25","","","","","","","","3582","EVERBRITE LLC","RICHT","","","","","","28","DOLLAR GENERAL- PERRY-EVERBRITE","PERRY","",
"SC8314","","","Invoice Totals","","550.00","196.63","353.37","64.25","0.00","0.00","0.00","0.00","","","","3582","EVERBRITE LLC","RICHT","","","","","",

"SC8315","04/09/25","SRVCE","SC8315.1","","200.00","143.01","56.99","28.50","13.31","","","","","","","3582","EVERBRITE LLC","RICHT","","","","","","30","DOLLAR GENERAL- MH-EVERBRITE","DES MOINES","IA",
"SC8315","","","Invoice Totals","","200.00","143.01","56.99","28.50","13.31","0.00","0.00","0.00","","","","3582","EVERBRITE LLC","RICHT","","","","","",

"SC8316","04/03/25","SRVCE","SC8316.1","","0.00","0.00","0.00","","","","","","","","","2666","TRILIX GROUP","JOEP","","","","","","11","AVAILA BANK","WEBSTER CITY","IA",
"SC8316","","","Invoice Totals","","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","","","2666","TRILIX GROUP","JOEP","","","","","",

"SC8317","03/26/25","SRVCE","SC8317.1","","200.00","143.00","57.00","28.50","","","","","","","","3671","TRIANGLE SIGN AND SERVICE","RICHT","","","","","","7","SUNGLASS HUT #5034","WEST DES MOINES","IA",
"SC8317","","","Invoice Totals","","200.00","143.00","57.00","28.50","0.00","0.00","0.00","0.00","","","","3671","TRIANGLE SIGN AND SERVICE","RICHT","","","","","",

"SC8318","03/31/25","SRVCE","SC8318.1","","0.00","879.56","-879.56","","","","","","","","","2209","HUBBELL REALTY","JEFF","","","","","","36","EDENCREST AT ADEL - HUBBELL REALTY","ADEL","IA",
"SC8318","","","Invoice Totals","","0.00","879.56","-879.56","","0.00","0.00","0.00","0.00","","","","2209","HUBBELL REALTY","JEFF","","","","","",

"SC8319","04/03/25","SRVCE","SC8319.1","","500.00","357.50","142.50","28.50","","35.00","","","","","","6345","THE FITTS COMPANY INC","RICHT","","","","","","1","WELLS FARGO-FITTS CO","FORT DODGE","IA",
"SC8319","","","Invoice Totals","","500.00","357.50","142.50","28.50","0.00","35.00","0.00","0.00","","","","6345","THE FITTS COMPANY INC","RICHT","","","","","",

"SC8320","04/28/25","SRVCE","SC8320.1","","0.00","53.63","-53.63","","","","","","","","","6255","FLOWERAMA OF AMERICA INC","","","","","","","1","FLOWERAMA #432","DES MOINES","IA",
"SC8320","","","Invoice Totals","","0.00","53.63","-53.63","","0.00","0.00","0.00","0.00","","","","6255","FLOWERAMA OF AMERICA INC","","","","","","",

"SC8321","04/03/25","SRVCE","SC8321.1","","558.95","369.67","189.28","33.86","","39.13","","","","","","3733","MINX SHOW PALACE","RICHT","","","","","","DEFAULT","MINX SHOW PLACE","DES MOINES","IA",
"SC8321","","","Invoice Totals","","558.95","369.67","189.28","33.86","0.00","39.13","0.00","0.00","","","","3733","MINX SHOW PALACE","RICHT","","","","","",

"SC8322","03/31/25","SRVCE","SC8322.1","","256.39","170.21","86.18","33.61","","17.94","","","","","","5891","R&R REALTY GROUP","JOEP","","","","","","7","FINANCIAL PLUS CREDIT UNION- R&R","DES MOINES","IA",
"SC8322","","","Invoice Totals","","256.39","170.21","86.18","33.61","0.00","17.94","0.00","0.00","","","","5891","R&R REALTY GROUP","JOEP","","","","","",

"SC8323","03/31/25","SRVCE","SC8323.1","","0.00","107.25","-107.25","","","","","","","","","2856","WELLMAN'S PUB & ROOFTOP","JOEP","","","","","","DEFAULT","WELLMAN´S PUB","WEST DES MOINES","IA",
"SC8323","","","Invoice Totals","","0.00","107.25","-107.25","","0.00","0.00","0.00","0.00","","","","2856","WELLMAN'S PUB & ROOFTOP","JOEP","","","","","",

"SC8324","05/06/25","SRVCE","SC8324.1","","812.00","572.44","239.56","29.50","","","","","","","","6364","NATIONAL PORK BOARD","JOEP","","","","","","DEFAULT","NATIONAL PORK BOARD","CLIVE","IA",
"SC8324","","","Invoice Totals","","812.00","572.44","239.56","29.50","0.00","0.00","0.00","0.00","","","","6364","NATIONAL PORK BOARD","JOEP","","","","","",

"SC8325","04/08/25","SRVCE","SC8325.1","","316.60","206.08","110.52","34.91","","22.17","","","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","","DEFAULT","BUZZARD BILLY´S RESTAURANT","DES MOINES","IA",
"SC8325","","","Invoice Totals","","316.60","206.08","110.52","34.91","0.00","22.17","0.00","0.00","","","","3353","BUZZARD BILLY'S RESTAURANT","JOEP","","","","","",

"SC8326","04/03/25","SRVCE","SC8326.1","","105.00","120.05","-15.05","-14.33","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","539","KWIK STAR #1725-NAGLE","MITCHELLVILLE","IA",
"SC8326","","","Invoice Totals","","105.00","120.05","-15.05","-14.33","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"SC8327","04/18/25","SRVCE","SC8327.1","","1432.66","900.25","532.41","37.16","22.00","101.83","","","","","","4043","EYCHANER PROPERTIES","RICHT","","","","","","DEFAULT","EYCHANER PROPERTIES","DES MOINES","IA",
"SC8327","","","Invoice Totals","","1432.66","900.25","532.41","37.16","22.00","101.83","0.00","0.00","","","","4043","EYCHANER PROPERTIES","RICHT","","","","","",

"SC8328","04/03/25","SRVCE","SC8328.1","","0.00","89.38","-89.38","","","","","","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC8328","","","Invoice Totals","","0.00","89.38","-89.38","","0.00","0.00","0.00","0.00","","","","4059","TEXAS ROAD HOUSE GRILL","RICHT","","","","","",

"SC8329","04/04/25","SRVCE","SC8329.1","","0.00","196.63","-196.63","","","","","","","","","6316","BEISSER LUMBER COMPANY","JEFF","","","","","","DEFAULT","BEISSER LUMBER COMPANY","JOHNSTON","IA",
"SC8329","","","Invoice Totals","","0.00","196.63","-196.63","","0.00","0.00","0.00","0.00","","","","6316","BEISSER LUMBER COMPANY","JEFF","","","","","",

"SC8330","04/09/25","SRVCE","SC8330.1","","332.27","200.28","131.99","39.72","","23.26","","","","","","5199","JERRY HOLBROOK INSURANCE","JOEP","","","","","","DEFAULT","JERRY HOLBROOK INSURANCE","GRIMES","IA",
"SC8330","","","Invoice Totals","","332.27","200.28","131.99","39.72","0.00","23.26","0.00","0.00","","","","5199","JERRY HOLBROOK INSURANCE","JOEP","","","","","",

"SC8331","04/10/25","SRVCE","SC8331.1","","400.00","286.00","114.00","28.50","","","","","","","","4435","PRINCIPLE GLOBAL  INC.","RICHT","","","","","","13","GLENDENNING MOTORS-PRINCIPLE GLOBAL","MT AYR","IA",
"SC8331","","","Invoice Totals","","400.00","286.00","114.00","28.50","0.00","0.00","0.00","0.00","","","","4435","PRINCIPLE GLOBAL  INC.","RICHT","","","","","",

"SC8332","04/16/25","SRVCE","SC8332.1","","297.50","303.88","-6.38","-2.14","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","540","COMMUNITY 1ST CREDIT UNION-NAGLE","HARLAN","IA",
"SC8332","","","Invoice Totals","","297.50","303.88","-6.38","-2.14","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"SC8333","04/11/25","SRVCE","SC8333.1","","150.00","89.38","60.62","40.41","","","","","","","","3582","EVERBRITE LLC","RICHT","","","","","","31","CARIBOU COFFEE- EVERBRITE","GRIMES","IA",
"SC8333","","","Invoice Totals","","150.00","89.38","60.62","40.41","0.00","0.00","0.00","0.00","","","","3582","EVERBRITE LLC","RICHT","","","","","",

"SC8334","05/08/25","SRVCE","SC8334.1","","125.00","89.38","35.62","28.50","","8.75","","","","","","6348","NATIONAL FACILITIES DIRECT","RICHT","","","","","","1","WALGREENS","DES MOINES","IA",
"SC8334","","","Invoice Totals","","125.00","89.38","35.62","28.50","0.00","8.75","0.00","0.00","","","","6348","NATIONAL FACILITIES DIRECT","RICHT","","","","","",

"SC8335","04/18/25","SRVCE","SC8335.1","","165.00","107.26","57.74","34.99","","","","","","","","4129","A-D DISTRIBUTING CO.","RICHT","","","","","","43","HAMPTON INN & SUITES- A-D DISTRIBUTING","ALTOONA","IA",
"SC8335","","","Invoice Totals","","165.00","107.26","57.74","34.99","0.00","0.00","0.00","0.00","","","","4129","A-D DISTRIBUTING CO.","RICHT","","","","","",

"SC8336","04/18/25","SRVCE","SC8336.1","","165.00","107.25","57.75","35.00","","","","","","","","4129","A-D DISTRIBUTING CO.","RICHT","","","","","","21","LOIS SKINNER","PLEASANT HILL","IA",
"SC8336","","","Invoice Totals","","165.00","107.25","57.75","35.00","0.00","0.00","0.00","0.00","","","","4129","A-D DISTRIBUTING CO.","RICHT","","","","","",

"SC8337","04/21/25","SRVCE","SC8337.1","","440.00","286.00","154.00","35.00","","","","","","","","4129","A-D DISTRIBUTING CO.","RICHT","","","","","","90","EDENCREST AT ADEL-A-D DIST","ADEL","IA",
